marca,categoria,canal,precio,costo,margen,margen_pct,competencia,demanda,tendencia,estacionalidad,rating_conexion,comentario,sentiment_score,conexion_score,conexion_alta,ventas_unidades,ventas_ingresos,utilidad,score_latente,exito
FitMorning,cereal,retail,119.51,68.63,50.88,42.57,6,66,56,media,7,Podría mejorar el sabor,0,54.0,0,6847,818284.97,348375.36,16.88,0
FiberPlus,cereal,marketplace,108.03,58.23,49.8,46.1,8,74,65,media,6,"Nada extraordinario, pero ok",0,47.0,0,7098,766796.94,353480.4,16.47,0
VitalMix,cereal,retail,116.57,57.69,58.88,50.51,6,69,50,media,5,"Está bien, cumple",0,40.0,0,6627,772509.39,390197.76,24.16,1
CornCrisp,cereal,retail,101.97,49.89,52.08,51.07,7,74,66,media,8,"Me gusta mucho esta marca, la volvería a comprar",1,76.0,1,10080,1027857.6,524966.4,33.34,1
CrunchMax,cereal,retail,73.22,50.58,22.64,30.92,8,74,70,alta,7,Lo compraría solo en promoción,0,54.0,0,14377,1052683.94,325495.28,20.53,1
CerealNova,cereal,retail,63.37,42.81,20.56,32.44,7,67,57,baja,6,"Está bien, cumple",0,47.0,0,11064,701125.68,227475.84,16.39,0
GoldenGrain,cereal,retail,104.05,68.67,35.38,34.0,8,56,48,baja,5,"Nada extraordinario, pero ok",0,40.0,0,5539,576332.95,195969.82,-7.27,0
HoneyOats,cereal,marketplace,82.26,53.1,29.16,35.45,7,86,50,alta,6,Lo compraría solo en promoción,0,47.0,0,11010,905682.6,321051.6,25.35,1
CrunchMax,cereal,marketplace,128.89,73.12,55.77,43.27,8,78,43,alta,5,"Nada extraordinario, pero ok",0,40.0,0,5589,720366.21,311698.53,5.34,0
CerealNova,cereal,marketplace,117.68,68.98,48.7,41.38,6,54,52,media,6,Es un cereal promedio,0,47.0,0,4492,528618.56,218760.4,16.76,0
HoneyOats,cereal,marketplace,35.0,23.62,11.38,32.51,6,84,48,media,6,Lo compraría solo en promoción,0,47.0,0,12581,440335.0,143171.78,17.59,0
CerealNova,cereal,retail,64.29,43.03,21.26,33.07,8,86,24,media,5,"Nada extraordinario, pero ok",0,40.0,0,11927,766786.83,253568.02,9.06,0
CrunchMax,cereal,retail,107.97,71.12,36.85,34.13,7,68,62,alta,4,Me pareció caro para lo que ofrece,-1,18.0,0,6074,655809.78,223826.9,8.78,0
CerealNova,cereal,retail,84.89,52.39,32.5,38.28,8,72,47,media,4,No lo volvería a comprar,-1,18.0,0,7437,631326.93,241702.5,-0.8,0
VitalMix,cereal,marketplace,78.02,40.61,37.41,47.95,7,72,48,media,4,No me convence el producto,-1,18.0,0,6515,508300.3,243726.15,8.31,0
FitMorning,cereal,retail,113.62,73.84,39.78,35.01,6,43,62,baja,6,"Está bien, cumple",0,47.0,0,4416,501745.92,175668.48,7.1,0
ChocoBoom,cereal,retail,97.83,60.02,37.81,38.65,6,89,61,media,7,Es un cereal promedio,0,54.0,0,12519,1224733.77,473343.39,27.3,1
CornCrisp,cereal,retail,86.05,51.97,34.08,39.6,7,63,68,media,6,Es un cereal promedio,0,47.0,0,8985,773159.25,306208.8,8.17,0
KidsStar,cereal,retail,101.68,64.18,37.5,36.88,8,79,43,baja,5,Lo compraría solo en promoción,0,40.0,0,7307,742975.76,274012.5,2.84,0
CornCrisp,cereal,retail,69.73,43.82,25.91,37.16,7,76,53,alta,7,Lo compraría solo en promoción,0,54.0,0,14511,1011852.03,375980.01,24.26,1
ChocoBoom,cereal,retail,106.67,53.9,52.77,49.47,7,74,41,baja,6,Es un cereal promedio,0,47.0,0,7029,749783.43,370920.33,4.49,0
GoldenGrain,cereal,marketplace,96.13,51.43,44.7,46.5,5,66,42,media,8,"Me gusta mucho esta marca, la volvería a comprar",1,76.0,1,9131,877763.03,408155.7,32.38,1
CornCrisp,cereal,marketplace,92.18,48.71,43.47,47.16,7,91,48,alta,7,"Nada extraordinario, pero ok",0,54.0,0,10099,930925.82,439003.53,26.66,1
KidsStar,cereal,retail,78.24,35.26,42.98,54.93,9,71,59,media,6,"Está bien, cumple",0,47.0,0,10054,786624.96,432120.92,12.12,0
CornCrisp,cereal,retail,83.32,39.77,43.55,52.27,9,78,52,alta,6,Lo compraría solo en promoción,0,47.0,0,10828,902188.96,471559.4,11.13,0
KidsStar,cereal,marketplace,98.95,69.51,29.44,29.75,8,91,52,alta,5,Es un cereal promedio,0,40.0,0,9178,908163.1,270200.32,15.48,0
HoneyOats,cereal,retail,45.38,27.44,17.94,39.53,8,74,76,media,8,Me identifico con la propuesta saludable,1,76.0,1,16966,769917.08,304370.04,42.66,1
ChocoBoom,cereal,marketplace,54.74,34.31,20.43,37.32,7,78,68,media,6,"Nada extraordinario, pero ok",0,47.0,0,12487,683538.38,255109.41,24.91,1
FitMorning,cereal,retail,82.14,43.29,38.85,47.3,8,85,72,alta,6,Lo compraría solo en promoción,0,47.0,0,15235,1251402.9,591879.75,18.72,0
HoneyOats,cereal,retail,74.84,33.91,40.93,54.69,8,78,49,media,6,"Está bien, cumple",0,47.0,0,11298,845542.32,462427.14,26.62,1
VitalMix,cereal,retail,114.94,55.68,59.26,51.56,10,51,55,media,5,Podría mejorar el sabor,0,40.0,0,4074,468265.56,241425.24,-15.92,0
HoneyOats,cereal,retail,66.54,30.08,36.46,54.79,7,72,48,media,7,Podría mejorar el sabor,0,54.0,0,12611,839135.94,459797.06,22.8,1
VitalMix,cereal,marketplace,149.88,86.13,63.75,42.53,6,43,59,baja,7,Podría mejorar el sabor,0,54.0,0,2889,433003.32,184173.75,2.65,0
CrunchMax,cereal,retail,67.19,36.48,30.71,45.71,10,87,44,alta,6,"Nada extraordinario, pero ok",0,47.0,0,13368,898195.92,410531.28,18.77,0
ChocoBoom,cereal,retail,77.0,49.89,27.11,35.21,6,67,67,media,7,Es un cereal promedio,0,54.0,0,12496,962192.0,338766.56,28.87,1
FiberPlus,cereal,retail,91.2,57.54,33.66,36.91,9,72,44,media,8,Me encanta el sabor y la textura,1,76.0,1,9993,911361.6,336364.38,5.36,0
FiberPlus,cereal,retail,103.94,53.63,50.31,48.4,8,90,67,alta,9,Me encanta el sabor y la textura,1,83.0,1,14432,1500062.08,726073.92,30.25,1
VitalMix,cereal,retail,110.49,60.56,49.93,45.19,10,69,66,media,9,Me identifico con la propuesta saludable,1,83.0,1,8242,910658.58,411523.06,8.94,0
CerealNova,cereal,retail,89.74,44.11,45.63,50.85,6,77,53,baja,6,Lo compraría solo en promoción,0,47.0,0,9609,862311.66,438458.67,12.15,0
FiberPlus,cereal,retail,111.43,59.27,52.16,46.81,10,56,53,media,6,Lo compraría solo en promoción,0,47.0,0,4873,542998.39,254175.68,-14.47,0
VitalMix,cereal,retail,134.22,76.39,57.83,43.09,9,82,46,alta,3,No conecté con la marca,-1,11.0,0,4443,596339.46,256938.69,3.29,0
VitalMix,cereal,retail,168.9,104.61,64.29,38.06,8,66,74,media,3,No me gustó el sabor,-1,11.0,0,3459,584225.1,222379.11,-13.76,0
GoldenGrain,cereal,marketplace,121.81,71.07,50.74,41.66,7,77,37,alta,5,Lo compraría solo en promoción,0,40.0,0,6567,799926.27,333209.58,19.89,1
KidsStar,cereal,marketplace,100.13,60.26,39.87,39.82,5,71,72,media,7,"Está bien, cumple",0,54.0,0,8898,890956.74,354763.26,23.84,1
ChocoBoom,cereal,marketplace,106.43,55.07,51.36,48.26,8,80,65,media,7,"Está bien, cumple",0,54.0,0,7294,776300.42,374619.84,15.04,0
VitalMix,cereal,retail,119.43,71.34,48.09,40.27,6,78,60,alta,6,Es un cereal promedio,0,47.0,0,9062,1082274.66,435791.58,25.16,1
CornCrisp,cereal,retail,76.4,45.84,30.56,40.0,6,73,57,alta,5,"Está bien, cumple",0,40.0,0,12289,938879.6,375551.84,20.74,1
HoneyOats,cereal,retail,98.75,69.0,29.75,30.13,5,62,47,baja,6,Podría mejorar el sabor,0,47.0,0,6944,685720.0,206584.0,5.91,0
FitMorning,cereal,marketplace,109.07,77.11,31.96,29.3,8,81,49,media,6,Podría mejorar el sabor,0,47.0,0,7228,788357.96,231006.88,4.9,0
KidsStar,cereal,retail,81.82,48.85,32.97,40.3,5,81,67,alta,7,Lo compraría solo en promoción,0,54.0,0,16541,1353384.62,545356.77,43.6,1
HoneyOats,cereal,retail,95.64,50.8,44.84,46.88,5,82,53,media,6,"Nada extraordinario, pero ok",0,47.0,0,10693,1022678.52,479474.12,27.39,1
KidsStar,cereal,marketplace,68.71,37.37,31.34,45.61,8,91,53,media,7,"Está bien, cumple",0,54.0,0,12325,846850.75,386265.5,17.5,0
FitMorning,cereal,retail,99.58,51.2,48.38,48.58,10,67,50,media,6,"Nada extraordinario, pero ok",0,47.0,0,6904,687500.32,334015.52,-2.34,0
FiberPlus,cereal,retail,100.31,52.45,47.86,47.71,9,75,57,media,7,"Está bien, cumple",0,54.0,0,8574,860057.94,410351.64,8.82,0
GoldenGrain,cereal,retail,98.08,58.92,39.16,39.93,7,64,83,media,8,Se siente premium y de buena calidad,1,76.0,1,11068,1085549.44,433422.88,27.89,1
KidsStar,cereal,retail,78.98,50.49,28.49,36.07,7,82,76,media,9,Se siente premium y de buena calidad,1,83.0,1,17722,1399683.56,504899.78,35.84,1
CornCrisp,cereal,retail,104.32,52.7,51.62,49.48,6,72,47,media,8,"Me gusta mucho esta marca, la volvería a comprar",1,76.0,1,9468,987701.76,488738.16,34.31,1
HoneyOats,cereal,marketplace,96.96,53.6,43.36,44.72,7,75,76,media,8,Me identifico con la propuesta saludable,1,76.0,1,9474,918599.04,410792.64,29.38,1
ChocoBoom,cereal,retail,56.95,35.11,21.84,38.35,8,75,79,baja,8,Me encanta el sabor y la textura,1,76.0,1,16422,935232.9,358656.48,24.89,1
KidsStar,cereal,marketplace,109.0,69.17,39.83,36.54,8,66,66,media,8,Se siente premium y de buena calidad,1,76.0,1,7137,777933.0,284266.71,16.19,0
KidsStar,cereal,retail,109.86,55.29,54.57,49.67,9,75,67,baja,6,"Nada extraordinario, pero ok",0,47.0,0,6921,760341.06,377678.97,-6.0,0
FiberPlus,cereal,marketplace,134.78,99.43,35.35,26.23,7,62,71,media,7,Podría mejorar el sabor,0,54.0,0,5004,674439.12,176891.4,9.72,0
ChocoBoom,cereal,retail,78.66,35.43,43.23,54.96,7,78,67,media,8,"Me gusta mucho esta marca, la volvería a comprar",1,76.0,1,15482,1217814.12,669286.86,37.74,1
CrunchMax,cereal,retail,75.79,52.51,23.28,30.72,8,87,50,media,5,Lo compraría solo en promoción,0,40.0,0,11726,888713.54,272981.28,11.67,0
FitMorning,cereal,marketplace,123.85,66.43,57.42,46.36,6,79,59,alta,4,Me pareció caro para lo que ofrece,-1,18.0,0,6449,798708.65,370301.58,19.96,1
VitalMix,cereal,marketplace,111.9,75.68,36.22,32.37,9,77,62,alta,5,Es un cereal promedio,0,40.0,0,6287,703515.3,227715.14,-3.26,0
KidsStar,cereal,retail,92.16,48.93,43.23,46.91,8,93,64,media,7,"Nada extraordinario, pero ok",0,54.0,0,12542,1155870.72,542190.66,22.58,1
FiberPlus,cereal,retail,123.24,73.6,49.64,40.28,4,72,61,alta,7,Podría mejorar el sabor,0,54.0,0,9046,1114829.04,449043.44,35.76,1
CornCrisp,cereal,retail,112.06,59.0,53.06,47.35,7,59,55,baja,6,Lo compraría solo en promoción,0,47.0,0,4871,545844.26,258455.26,-2.77,0
FiberPlus,cereal,retail,119.55,63.05,56.5,47.26,7,70,52,alta,6,"Está bien, cumple",0,47.0,0,7418,886821.9,419117.0,8.02,0
VitalMix,cereal,retail,83.17,44.1,39.07,46.98,5,82,60,media,8,"Me gusta mucho esta marca, la volvería a comprar",1,76.0,1,16400,1363988.0,640748.0,44.9,1
GoldenGrain,cereal,retail,124.78,66.13,58.65,47.0,10,54,36,baja,5,"Está bien, cumple",0,40.0,0,3327,415143.06,195128.55,-18.98,0
HoneyOats,cereal,retail,64.52,35.23,29.29,45.4,8,95,69,alta,7,Es un cereal promedio,0,54.0,0,20100,1296852.0,588729.0,29.53,1
HoneyOats,cereal,retail,90.2,52.85,37.35,41.41,8,62,71,baja,7,Podría mejorar el sabor,0,54.0,0,7753,699320.6,289574.55,-0.4,0
HoneyOats,cereal,retail,81.52,46.48,35.04,42.98,7,66,53,baja,6,Lo compraría solo en promoción,0,47.0,0,8776,715419.52,307511.04,14.77,0
CornCrisp,cereal,retail,86.48,47.45,39.03,45.13,10,68,61,baja,9,Me encanta el sabor y la textura,1,83.0,1,9329,806771.92,364110.87,2.22,0
CornCrisp,cereal,retail,113.07,71.38,41.69,36.87,6,79,20,media,5,Es un cereal promedio,0,40.0,0,6288,710984.16,262146.72,14.13,0
CrunchMax,cereal,retail,66.1,40.48,25.62,38.76,7,70,51,baja,4,No lo volvería a comprar,-1,18.0,0,8730,577053.0,223662.6,-0.17,0
HoneyOats,cereal,marketplace,58.88,36.65,22.23,37.75,3,89,49,baja,4,No me gustó el sabor,-1,18.0,0,10850,638848.0,241195.5,24.69,1
FitMorning,cereal,retail,119.25,77.52,41.73,34.99,7,71,59,media,5,Lo compraría solo en promoción,0,40.0,0,6486,773455.5,270660.78,11.48,0
HoneyOats,cereal,marketplace,70.05,41.24,28.81,41.13,9,85,59,alta,6,Es un cereal promedio,0,47.0,0,10780,755139.0,310571.8,16.07,0
KidsStar,cereal,marketplace,54.09,34.98,19.11,35.33,8,83,83,media,8,Gran relación calidad-precio,1,76.0,1,16601,897948.09,317245.11,29.83,1
VitalMix,cereal,retail,111.92,69.36,42.56,38.03,7,77,98,media,8,Gran relación calidad-precio,1,76.0,1,11292,1263800.64,480587.52,27.87,1
CornCrisp,cereal,marketplace,69.58,35.16,34.42,49.47,6,76,66,media,7,Es un cereal promedio,0,54.0,0,10991,764753.78,378310.22,32.12,1
VitalMix,cereal,retail,113.61,64.98,48.63,42.8,8,72,60,media,7,Podría mejorar el sabor,0,54.0,0,7416,842531.76,360640.08,5.63,0
FiberPlus,cereal,retail,132.65,72.58,60.07,45.28,7,74,76,alta,7,Podría mejorar el sabor,0,54.0,0,7858,1042363.7,472030.06,22.38,1
CerealNova,cereal,retail,122.44,84.79,37.65,30.75,8,63,83,alta,6,"Está bien, cumple",0,47.0,0,6312,772841.28,237646.8,0.05,0
GoldenGrain,cereal,retail,88.0,59.12,28.88,32.82,8,73,40,media,5,"Está bien, cumple",0,40.0,0,9136,803968.0,263847.68,5.74,0
CornCrisp,cereal,retail,56.38,34.4,21.98,38.99,7,87,37,media,6,"Está bien, cumple",0,47.0,0,13975,787910.5,307170.5,14.07,0
CrunchMax,cereal,retail,74.13,47.31,26.82,36.18,8,63,61,baja,9,"Me gusta mucho esta marca, la volvería a comprar",1,83.0,1,11157,827068.41,299230.74,13.61,0
KidsStar,cereal,retail,100.93,66.58,34.35,34.03,10,58,59,baja,8,Gran relación calidad-precio,1,76.0,1,6529,658971.97,224271.15,-4.82,0
CerealNova,cereal,retail,76.05,35.58,40.47,53.21,9,80,53,media,5,"Está bien, cumple",0,40.0,0,10314,784379.7,417407.58,3.66,0
FitMorning,cereal,retail,101.82,68.8,33.02,32.43,9,68,60,media,7,Lo compraría solo en promoción,0,54.0,0,7899,804276.18,260824.98,3.92,0
KidsStar,cereal,retail,73.87,39.16,34.71,46.99,6,67,49,baja,7,Lo compraría solo en promoción,0,54.0,0,11214,828378.18,389237.94,20.18,1
KidsStar,cereal,retail,68.16,35.16,33.0,48.42,6,85,45,alta,7,Podría mejorar el sabor,0,54.0,0,18204,1240784.64,600732.0,41.13,1
VitalMix,cereal,retail,86.43,57.32,29.11,33.68,6,66,50,media,7,Podría mejorar el sabor,0,54.0,0,9883,854187.69,287694.13,21.18,1
GoldenGrain,cereal,retail,136.11,78.11,58.0,42.61,9,67,37,media,6,"Está bien, cumple",0,47.0,0,3929,534776.19,227882.0,0.51,0
GoldenGrain,cereal,marketplace,108.85,70.27,38.58,35.44,9,68,47,media,5,Lo compraría solo en promoción,0,40.0,0,5475,595953.75,211225.5,-1.94,0
CrunchMax,cereal,retail,89.71,41.35,48.36,53.91,7,74,47,media,8,"Me gusta mucho esta marca, la volvería a comprar",1,76.0,1,11250,1009237.5,544050.0,29.84,1
CornCrisp,cereal,marketplace,97.8,53.81,43.99,44.98,9,67,37,media,5,"Nada extraordinario, pero ok",0,40.0,0,5307,519024.6,233454.93,-7.68,0
FiberPlus,cereal,retail,73.4,43.27,30.13,41.05,9,74,63,media,5,Es un cereal promedio,0,40.0,0,11358,833677.2,342216.54,5.69,0
HoneyOats,cereal,marketplace,110.83,59.49,51.34,46.32,6,64,53,media,7,Podría mejorar el sabor,0,54.0,0,5854,648798.82,300544.36,21.23,1
ChocoBoom,cereal,retail,71.61,35.28,36.33,50.73,8,94,57,alta,7,Lo compraría solo en promoción,0,54.0,0,18004,1289266.44,654085.32,45.05,1
HoneyOats,cereal,marketplace,43.45,21.18,22.27,51.25,8,78,62,media,7,"Nada extraordinario, pero ok",0,54.0,0,11466,498197.7,255347.82,17.29,0
HoneyOats,cereal,retail,77.14,41.83,35.31,45.77,7,80,57,media,7,Lo compraría solo en promoción,0,54.0,0,12599,971886.86,444870.69,24.11,1
VitalMix,cereal,marketplace,154.76,83.08,71.68,46.32,4,48,61,media,5,Es un cereal promedio,0,40.0,0,3361,520148.36,240916.48,23.61,1
FiberPlus,cereal,retail,102.79,51.23,51.56,50.16,8,68,89,media,6,"Está bien, cumple",0,47.0,0,8350,858296.5,430526.0,17.4,0
FiberPlus,cereal,marketplace,113.6,66.08,47.52,41.83,7,60,50,media,4,No me convence el producto,-1,18.0,0,4190,475984.0,199108.8,-4.39,0
CornCrisp,cereal,retail,86.42,59.75,26.67,30.86,7,78,67,media,10,Me identifico con la propuesta saludable,1,90.0,1,14446,1248423.32,385274.82,24.05,1
VitalMix,cereal,marketplace,122.81,68.35,54.46,44.34,4,60,71,baja,6,"Nada extraordinario, pero ok",0,47.0,0,5545,680981.45,301980.7,37.86,1
HoneyOats,cereal,retail,84.06,38.84,45.22,53.79,4,65,63,baja,6,"Nada extraordinario, pero ok",0,47.0,0,9860,828831.6,445869.2,30.89,1
HoneyOats,cereal,retail,65.73,38.72,27.01,41.09,6,59,49,media,6,Podría mejorar el sabor,0,47.0,0,10432,685695.36,281768.32,20.51,1
FiberPlus,cereal,retail,122.29,82.31,39.98,32.69,8,76,62,alta,4,No me gustó el sabor,-1,18.0,0,5632,688737.28,225167.36,-3.35,0
KidsStar,cereal,marketplace,75.08,38.52,36.56,48.69,9,65,40,baja,8,Gran relación calidad-precio,1,76.0,1,7848,589227.84,286922.88,0.22,0
FitMorning,cereal,retail,106.43,70.48,35.95,33.78,7,64,42,media,6,"Está bien, cumple",0,47.0,0,6878,732025.54,247264.1,8.18,0
FiberPlus,cereal,marketplace,142.05,86.52,55.53,39.09,7,67,75,media,8,Me encanta el sabor y la textura,1,76.0,1,6088,864800.4,338066.64,19.79,1
FiberPlus,cereal,retail,124.08,70.35,53.73,43.3,6,76,61,media,7,"Nada extraordinario, pero ok",0,54.0,0,6890,854911.2,370199.7,24.12,1
FiberPlus,cereal,retail,102.5,61.99,40.51,39.52,9,52,57,baja,7,Es un cereal promedio,0,54.0,0,5323,545607.5,215634.73,0.17,0
VitalMix,cereal,retail,124.84,67.13,57.71,46.23,8,75,62,alta,7,Lo compraría solo en promoción,0,54.0,0,7111,887737.24,410375.81,20.52,1
ChocoBoom,cereal,retail,41.25,26.88,14.37,34.84,9,79,65,baja,7,Podría mejorar el sabor,0,54.0,0,13500,556875.0,193995.0,8.02,0
HoneyOats,cereal,retail,73.37,36.93,36.44,49.67,8,84,64,alta,6,Podría mejorar el sabor,0,47.0,0,14641,1074210.17,533518.04,27.26,1
FiberPlus,cereal,retail,107.71,70.94,36.77,34.14,8,69,57,media,6,"Está bien, cumple",0,47.0,0,6970,750738.7,256286.9,8.37,0
GoldenGrain,cereal,marketplace,135.37,86.96,48.41,35.76,7,79,34,alta,3,No me convence el producto,-1,11.0,0,4652,629741.24,225203.32,4.02,0
HoneyOats,cereal,retail,88.93,45.76,43.17,48.54,5,72,53,baja,7,"Nada extraordinario, pero ok",0,54.0,0,10212,908153.16,440852.04,27.13,1
FitMorning,cereal,marketplace,77.54,45.67,31.87,41.1,7,60,57,media,7,Podría mejorar el sabor,0,54.0,0,8336,646373.44,265668.32,9.44,0
VitalMix,cereal,retail,137.14,83.54,53.6,39.08,9,60,70,media,6,Lo compraría solo en promoción,0,47.0,0,3897,534434.58,208879.2,-4.16,0
HoneyOats,cereal,retail,83.81,46.77,37.04,44.2,9,65,42,baja,6,Podría mejorar el sabor,0,47.0,0,7350,616003.5,272244.0,-6.68,0
HoneyOats,cereal,retail,78.64,47.53,31.11,39.56,7,89,47,media,7,Lo compraría solo en promoción,0,54.0,0,13160,1034902.4,409407.6,25.95,1
CrunchMax,cereal,retail,84.3,48.02,36.28,43.04,9,84,51,media,7,Podría mejorar el sabor,0,54.0,0,10387,875624.1,376840.36,4.51,0
CerealNova,cereal,retail,93.81,47.49,46.32,49.38,3,74,67,media,5,Es un cereal promedio,0,40.0,0,11221,1052642.01,519756.72,51.36,1
FiberPlus,cereal,retail,119.77,64.37,55.4,46.26,5,58,63,media,4,No me gustó el sabor,-1,18.0,0,4798,574656.46,265809.2,12.5,0
ChocoBoom,cereal,retail,86.89,48.42,38.47,44.27,5,95,67,alta,8,Se siente premium y de buena calidad,1,76.0,1,20656,1794799.84,794636.32,53.7,1
CerealNova,cereal,retail,70.89,41.49,29.4,41.47,6,87,50,media,7,Podría mejorar el sabor,0,54.0,0,15662,1110279.18,460462.8,29.48,1
KidsStar,cereal,retail,109.07,72.64,36.43,33.4,6,61,71,baja,8,Me encanta el sabor y la textura,1,76.0,1,7702,840057.14,280583.86,23.16,1
HoneyOats,cereal,retail,63.29,33.7,29.59,46.75,7,89,54,media,6,Lo compraría solo en promoción,0,47.0,0,15754,997070.66,466160.86,29.77,1
GoldenGrain,cereal,retail,100.82,68.05,32.77,32.5,9,78,80,alta,6,Lo compraría solo en promoción,0,47.0,0,10763,1085125.66,352703.51,15.07,0
CrunchMax,cereal,marketplace,111.29,58.5,52.79,47.43,7,71,59,media,5,Podría mejorar el sabor,0,40.0,0,5884,654830.36,310616.36,20.2,1
ChocoBoom,cereal,retail,70.42,45.93,24.49,34.78,9,65,67,baja,7,"Está bien, cumple",0,54.0,0,9869,694974.98,241691.81,8.14,0
GoldenGrain,cereal,retail,92.35,62.75,29.6,32.05,9,61,74,baja,7,"Está bien, cumple",0,54.0,0,7897,729287.95,233751.2,-2.05,0
CornCrisp,cereal,retail,107.95,53.95,54.0,50.02,7,64,58,media,6,Lo compraría solo en promoción,0,47.0,0,6601,712577.95,356454.0,16.53,0
HoneyOats,cereal,marketplace,98.51,65.24,33.27,33.77,7,60,64,baja,7,Es un cereal promedio,0,54.0,0,5814,572737.14,193431.78,11.87,0
FiberPlus,cereal,retail,84.24,54.14,30.1,35.73,5,61,70,baja,5,Es un cereal promedio,0,40.0,0,9549,804407.76,287424.9,19.77,1
VitalMix,cereal,retail,110.14,59.55,50.59,45.93,10,60,68,media,6,Es un cereal promedio,0,47.0,0,5320,585944.8,269138.8,-6.9,0
FitMorning,cereal,retail,173.32,117.61,55.71,32.14,7,50,66,alta,5,Es un cereal promedio,0,40.0,0,3902,676294.64,217380.42,9.11,0
CerealNova,cereal,retail,89.68,51.01,38.67,43.12,9,89,49,alta,5,"Nada extraordinario, pero ok",0,40.0,0,10866,974462.88,420188.22,11.18,0
CornCrisp,cereal,marketplace,82.07,43.02,39.05,47.58,4,73,42,media,7,"Está bien, cumple",0,54.0,0,9569,785327.83,373669.45,35.46,1
CornCrisp,cereal,retail,96.62,56.14,40.48,41.9,7,79,61,media,5,Podría mejorar el sabor,0,40.0,0,8878,857792.36,359381.44,16.28,0
CornCrisp,cereal,retail,99.77,55.28,44.49,44.59,8,73,63,media,7,Podría mejorar el sabor,0,54.0,0,8619,859917.63,383459.31,9.61,0
KidsStar,cereal,marketplace,71.61,37.42,34.19,47.74,5,90,59,baja,5,"Nada extraordinario, pero ok",0,40.0,0,11335,811699.35,387543.65,26.4,1
GoldenGrain,cereal,retail,116.05,59.74,56.31,48.52,8,77,59,alta,6,Podría mejorar el sabor,0,47.0,0,8501,986541.05,478691.31,21.44,1
FiberPlus,cereal,retail,130.78,61.11,69.67,53.27,7,70,62,media,4,No me gustó el sabor,-1,18.0,0,4800,627744.0,334416.0,14.25,0
KidsStar,cereal,marketplace,67.7,42.85,24.85,36.71,7,82,64,media,5,Podría mejorar el sabor,0,40.0,0,11217,759390.9,278742.45,22.81,1
ChocoBoom,cereal,retail,81.7,48.25,33.45,40.94,7,99,49,alta,7,Podría mejorar el sabor,0,54.0,0,17428,1423867.6,582966.6,31.62,1
GoldenGrain,cereal,marketplace,97.4,72.47,24.93,25.6,8,69,66,baja,7,Lo compraría solo en promoción,0,54.0,0,7260,707124.0,180991.8,-0.06,0
KidsStar,cereal,retail,70.92,38.11,32.81,46.26,4,86,65,baja,9,"Me gusta mucho esta marca, la volvería a comprar",1,83.0,1,20663,1465419.96,677953.03,62.95,1
GoldenGrain,cereal,retail,141.5,71.32,70.18,49.6,8,67,52,media,7,Es un cereal promedio,0,54.0,0,4690,663635.0,329144.2,3.97,0
HoneyOats,cereal,retail,94.36,61.76,32.6,34.55,9,79,79,alta,5,Es un cereal promedio,0,40.0,0,10008,944354.88,326260.8,15.52,0
GoldenGrain,cereal,retail,125.72,68.52,57.2,45.5,7,64,52,media,8,Gran relación calidad-precio,1,76.0,1,6780,852381.6,387816.0,26.42,1
ChocoBoom,cereal,retail,65.94,41.93,24.01,36.41,9,83,88,alta,7,"Nada extraordinario, pero ok",0,54.0,0,18274,1204987.56,438758.74,30.79,1
VitalMix,cereal,retail,128.02,81.23,46.79,36.55,6,43,76,baja,6,Es un cereal promedio,0,47.0,0,3712,475210.24,173684.48,4.04,0
GoldenGrain,cereal,retail,70.01,36.8,33.21,47.44,9,72,54,media,8,"Me gusta mucho esta marca, la volvería a comprar",1,76.0,1,14710,1029847.1,488519.1,16.42,0
